,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profil responden,,,,,Kebiasaan bermain game,,,,,Prioritas antara belajar dan bermain game,,,Pengaruh game pada daya ingat dan penalaran,,,Pengaruh game pada kesehatan mental dan fisik,,,,,
,,,,,,,,,,,,,,,,,,,,,
p0,p1,p2,p3,p4,x1p1,x1p2,x1p3,x1p4,,x2p1,x2p2,,y1p1,y1p2,y1p3,y1p4,y1p5,y1p6,y1p7,y1p8,
09/04/2023 16:10:30,18 - 25 Tahun,Perempuan,Ya,< 18 Tahun,< 1 Tahun,> 1 Jam,FPS,Smartphone,Belajar,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 16:11:47,26 - 35 Tahun,Laki Laki,Tidak,,> 3 Tahun,> 3 Jam,MMORPG,Smartphone,Keduanya sama penting,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:18:54,18 - 25 Tahun,Laki Laki,Ya,18 - 25 Tahun,> 3 Tahun,2 - 3 Jam,"FPS, MOBA, Battle Royale",Laptop / PC,Keduanya sama penting,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:19:31,18 - 25 Tahun,Laki Laki,Tidak,,> 3 Tahun,2 - 3 Jam,"MOBA, Battle Royale",Smartphone,Belajar,Pelajaran,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Saya tidak yakin.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:35:23,26 - 35 Tahun,Perempuan,Ya,18 - 25 Tahun,< 1 Tahun,> 1 Jam,card game,Smartphone,Keduanya sama penting,Pelajaran,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 16:36:40,26 - 35 Tahun,Perempuan,Ya,< 18 Tahun,1 - 3 Tahun,1 - 2 Jam,Sims mobile,Smartphone,Belajar,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:38:08,26 - 35 Tahun,Laki Laki,Tidak,,> 3 Tahun,> 3 Jam,"FPS, MOBA, MMORPG",Laptop / PC,Keduanya sama penting,Item / Skill pada game,Saya tidak yakin,"Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 16:38:43,26 - 35 Tahun,Laki Laki,Tidak,,> 3 Tahun,> 3 Jam,"FPS, MOBA, Battle Royale, MMORPG",Laptop / PC,Keduanya sama penting,Item / Skill pada game,Saya tidak yakin,"Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 16:40:28,18 - 25 Tahun,Laki Laki,Tidak,,> 3 Tahun,2 - 3 Jam,"MOBA, MMORPG",Laptop / PC,Bermain Game,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 16:42:41,< 18Tahun,Perempuan,Tidak,,< 1 Tahun,1 - 2 Jam,MOBA,Laptop / PC,Keduanya sama penting,Item / Skill pada game,Saya tidak yakin,"Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:45:03,< 18Tahun,Laki Laki,Tidak,,> 3 Tahun,> 1 Jam,casual,Smartphone,Bermain Game,Item / Skill pada game,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:46:17,26 - 35 Tahun,Perempuan,Ya,18 - 25 Tahun,< 1 Tahun,1 - 2 Jam,Candy crush,Smartphone,Keduanya sama penting,Pelajaran,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Saya tidak yakin,Saya tidak yakin.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:48:55,> 35 Tahun,Laki Laki,Ya,> 35 Tahun,> 3 Tahun,> 3 Jam,"FPS, MOBA, MMORPG",Laptop / PC,Keduanya sama penting,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:52:03,18 - 25 Tahun,Laki Laki,Tidak,,> 3 Tahun,> 3 Jam,"FPS, MOBA, Battle Royale",Laptop / PC,Keduanya sama penting,Item / Skill pada game,Saya tidak yakin,Saya tidak yakin,"Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:54:05,18 - 25 Tahun,Laki Laki,Ya,< 18 Tahun,> 3 Tahun,> 3 Jam,"FPS, MOBA, MMORPG, Tps",Laptop / PC,Bermain Game,Item / Skill pada game,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 16:56:16,26 - 35 Tahun,Perempuan,Tidak,,< 1 Tahun,1 - 2 Jam,Battle Royale,Laptop / PC,Bermain Game,Item / Skill pada game,Saya tidak yakin,"Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:57:36,26 - 35 Tahun,Laki Laki,Tidak,< 18 Tahun,1 - 3 Tahun,1 - 2 Jam,"MOBA, MMORPG",Smartphone,Keduanya sama penting,Pelajaran,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.",Saya tidak yakin,"Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 16:59:22,18 - 25 Tahun,Laki Laki,Tidak,,< 1 Tahun,> 1 Jam,MOBA,Smartphone,Belajar,Pelajaran,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:04:34,> 35 Tahun,Laki Laki,Ya,26 - 35 Tahun,> 3 Tahun,1 - 2 Jam,FPS,Laptop / PC,Bermain Game,Item / Skill pada game,Saya tidak yakin,Saya tidak yakin,"Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Saya tidak yakin,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:05:43,18 - 25 Tahun,Laki Laki,Tidak,,< 1 Tahun,2 - 3 Jam,"FPS, Battle Royale",Smartphone,Keduanya sama penting,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Saya tidak yakin,Saya tidak yakin.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:06:26,26 - 35 Tahun,Perempuan,Tidak,,1 - 3 Tahun,1 - 2 Jam,"MOBA, Battle Royale, MMORPG",Laptop / PC,Keduanya sama penting,Item / Skill pada game,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:06:59,> 35 Tahun,Laki Laki,Tidak,,< 1 Tahun,1 - 2 Jam,"FPS, MOBA, Battle Royale, MMORPG",Laptop / PC,Bermain Game,Item / Skill pada game,Saya tidak yakin,Saya tidak yakin,"Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.",Saya tidak yakin,Saya tidak yakin,Saya tidak yakin.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:07:34,18 - 25 Tahun,Laki Laki,Ya,< 18 Tahun,< 1 Tahun,> 1 Jam,"FPS, MOBA",Smartphone,Belajar,Pelajaran,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:08:09,> 35 Tahun,Perempuan,Tidak,,> 3 Tahun,> 1 Jam,MOBA,Smartphone,Belajar,Pelajaran,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.",Saya tidak yakin,Saya tidak yakin,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:09:17,26 - 35 Tahun,Laki Laki,Tidak,,> 3 Tahun,> 1 Jam,"FPS, MOBA, MMORPG",Smartphone,Bermain Game,Item / Skill pada game,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Saya tidak yakin,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:10:01,26 - 35 Tahun,Perempuan,Ya,,< 1 Tahun,> 1 Jam,"MOBA, Battle Royale",Smartphone,Belajar,Pelajaran,Saya tidak yakin,"Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:10:43,26 - 35 Tahun,Perempuan,Tidak,,> 3 Tahun,> 1 Jam,FPS,Laptop / PC,Bermain Game,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:11:21,18 - 25 Tahun,Laki Laki,Ya,< 18 Tahun,< 1 Tahun,> 1 Jam,"FPS, MOBA, Battle Royale, MMORPG",Smartphone,Belajar,Pelajaran,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:11:55,> 35 Tahun,Perempuan,Tidak,,> 3 Tahun,> 3 Jam,"FPS, MOBA, Battle Royale, MMORPG",Console,Keduanya sama penting,Item / Skill pada game,Saya tidak yakin,Saya tidak yakin,"Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.",Saya tidak yakin,Saya tidak yakin,Saya tidak yakin.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:12:30,18 - 25 Tahun,Laki Laki,Tidak,,> 3 Tahun,> 3 Jam,"MOBA, Battle Royale, MMORPG",Console,Bermain Game,Item / Skill pada game,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.",Saya tidak yakin,"Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Saya tidak yakin,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:13:00,18 - 25 Tahun,Laki Laki,Tidak,,< 1 Tahun,> 3 Jam,"MOBA, Battle Royale",Laptop / PC,Belajar,Pelajaran,Saya tidak yakin,"Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Saya tidak yakin,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Tidak, saya masih dapat menjalankan aktivitas atau hobi lainnya meskipun saya sering bermain game.",,,
09/04/2023 17:13:34,18 - 25 Tahun,Perempuan,Tidak,,> 3 Tahun,1 - 2 Jam,"MOBA, MMORPG",Smartphone,Keduanya sama penting,Item / Skill pada game,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Ya, saya merasa game dapat membantu meningkatkan penalaran saya.","Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih baik secara mental.,Bermain game tidak berdampak signifikan pada kesehatan fisik saya.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:14:05,< 18Tahun,Laki Laki,Tidak,,> 3 Tahun,> 3 Jam,"FPS, MOBA, Battle Royale",Laptop / PC,Bermain Game,Pelajaran,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.",Saya tidak yakin,"Ya, saya merasa permainan yang memerlukan keterampilan taktik dan strategi membantu meningkatkan kemampuan saya dalam mengambil keputusan.",Saya tidak yakin,Bermain game tidak berdampak signifikan pada kesehatan mental saya.,Saya tidak yakin.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:14:52,< 18Tahun,Laki Laki,Ya,< 18 Tahun,1 - 3 Tahun,2 - 3 Jam,"FPS, MOBA, MMORPG",Laptop / PC,Belajar,Pelajaran,"Ya, saya merasa game dapat membantu meningkatkan daya ingat saya.","Tidak, saya tidak merasa game dapat membantu meningkatkan penalaran saya.","Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Ya, saya merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih kurang gerak atau olahraga.,"Ya, saya mengalami sakit kepala atau mata lelah ketika bermain game dalam waktu yang lama.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
09/04/2023 17:15:18,18 - 25 Tahun,Perempuan,Tidak,,1 - 3 Tahun,> 3 Jam,Battle Royale,Smartphone,Bermain Game,Item / Skill pada game,"Tidak, saya tidak merasa game dapat membantu meningkatkan daya ingat saya.",Saya tidak yakin,"Tidak, saya tidak merasa permainan yang memerlukan keterampilan taktik dan strategi memberikan pengaruh pada kemampuan saya dalam mengambil keputusan.","Tidak, saya tidak merasa stres atau cemas ketika tidak bermain game dalam waktu yang lama.",Bermain game membuat saya merasa lebih buruk secara mental.,Bermain game membuat saya lebih aktif secara fisik.,"Tidak, saya jarang atau tidak pernah mengalami masalah kesehatan saat bermain game.","Ya, saya merasa bermain game membuat saya kurang tertarik pada aktivitas atau hobi lainnya.",,,
